,dataElement,period,orgUnit,categoryOptionCombo,attributeOptionCombo,value,storedBy,created,lastUpdated,comment,followup
162,Weight for height below 70 percent,202201,Bauya (Kongbora) CHC,"Fixed, <1y",default,5,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
163,Weight for height below 70 percent,202201,Bauya (Kongbora) CHC,"Fixed, >1y",default,5,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
164,Weight for height below 70 percent,202201,Bauya (Kongbora) CHC,"Outreach, <1y",default,4,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
165,Weight for height below 70 percent,202201,Bauya (Kongbora) CHC,"Outreach, >1y",default,3,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
166,BCG doses given,202201,Bafodia CHC,"Fixed, <1y",default,6,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
167,BCG doses given,202201,Bafodia CHC,"Outreach, <1y",default,17,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
168,Fully Immunized child,202201,Bafodia CHC,"Fixed, <1y",default,3,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
169,Fully Immunized child,202201,Bafodia CHC,"Outreach, <1y",default,11,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
170,OPV0 doses given,202201,Bafodia CHC,"Fixed, <1y",default,6,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
171,OPV0 doses given,202201,Bafodia CHC,"Outreach, <1y",default,5,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
172,OPV1 doses given,202201,Bafodia CHC,"Fixed, <1y",default,10,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
173,OPV1 doses given,202201,Bafodia CHC,"Outreach, <1y",default,15,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
174,OPV2 doses given,202201,Bafodia CHC,"Fixed, <1y",default,4,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
175,OPV2 doses given,202201,Bafodia CHC,"Outreach, <1y",default,11,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
176,OPV3 doses given,202201,Bafodia CHC,"Fixed, <1y",default,2,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
177,OPV3 doses given,202201,Bafodia CHC,"Outreach, <1y",default,8,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
178,Penta1 doses given,202201,Bafodia CHC,"Fixed, <1y",default,10,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
179,Penta1 doses given,202201,Bafodia CHC,"Outreach, <1y",default,15,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
180,Penta2 doses given,202201,Bafodia CHC,"Fixed, <1y",default,4,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
181,Penta2 doses given,202201,Bafodia CHC,"Outreach, <1y",default,11,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
182,Penta3 doses given,202201,Bafodia CHC,"Fixed, <1y",default,2,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
183,Penta3 doses given,202201,Bafodia CHC,"Outreach, <1y",default,8,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
184,Yellow Fever doses given,202201,Bafodia CHC,"Fixed, <1y",default,3,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
185,Yellow Fever doses given,202201,Bafodia CHC,"Outreach, <1y",default,11,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
186,Measles doses given,202201,Bafodia CHC,"Fixed, <1y",default,3,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
187,Measles doses given,202201,Bafodia CHC,"Outreach, <1y",default,11,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
188,Children supplied with food supplemements,202201,Bafodia CHC,"Fixed, <1y",default,2,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
189,Children supplied with food supplemements,202201,Bafodia CHC,"Fixed, >1y",default,1,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
190,Children supplied with food supplemements,202201,Bafodia CHC,"Outreach, <1y",default,4,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
191,Children supplied with food supplemements,202201,Bafodia CHC,"Outreach, >1y",default,25,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
192,Newborn protected at birth against tetanus (TT2+),202201,Bafodia CHC,"Fixed, <1y",default,6,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
193,Newborn protected at birth against tetanus (TT2+),202201,Bafodia CHC,"Outreach, <1y",default,17,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
194,Q_Early breastfeeding (within 1 hr after delivery) at BCG,202201,Bafodia CHC,"Fixed, <1y",default,6,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
195,Q_Early breastfeeding (within 1 hr after delivery) at BCG,202201,Bafodia CHC,"Outreach, <1y",default,17,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
196,Q_Exclusive breastfeeding at time of Penta 3,202201,Bafodia CHC,"Fixed, <1y",default,2,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
197,Q_Exclusive breastfeeding at time of Penta 3,202201,Bafodia CHC,"Outreach, <1y",default,7,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
198,Q_Slept under LLIN last night Measles,202201,Bafodia CHC,"Fixed, <1y",default,3,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
199,Q_Slept under LLIN last night Measles,202201,Bafodia CHC,"Outreach, <1y",default,11,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
200,Q_Vitamin A received 4-6 months ago at 12-59 dose,202201,Bafodia CHC,"Fixed, >1y",default,13,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
201,Q_Vitamin A received 4-6 months ago at 12-59 dose,202201,Bafodia CHC,"Outreach, >1y",default,17,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
202,Vitamin A given to < 5y,202201,Bafodia CHC,"Fixed, <1y",default,3,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
203,Vitamin A given to < 5y,202201,Bafodia CHC,"Fixed, >1y",default,13,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
204,Vitamin A given to < 5y,202201,Bafodia CHC,"Outreach, <1y",default,11,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
205,Vitamin A given to < 5y,202201,Bafodia CHC,"Outreach, >1y",default,17,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
206,Weight for age below lower line (red),202201,Bafodia CHC,"Fixed, <1y",default,2,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
207,Weight for age below lower line (red),202201,Bafodia CHC,"Fixed, >1y",default,1,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
208,Weight for age below lower line (red),202201,Bafodia CHC,"Outreach, <1y",default,1,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
209,Weight for age below lower line (red),202201,Bafodia CHC,"Outreach, >1y",default,9,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
210,Weight for age between middle and lower line (yellow),202201,Bafodia CHC,"Fixed, >1y",default,1,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
211,Weight for age between middle and lower line (yellow),202201,Bafodia CHC,"Outreach, <1y",default,3,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
212,Weight for age between middle and lower line (yellow),202201,Bafodia CHC,"Outreach, >1y",default,15,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
213,Weight for age on or above middle line (green),202201,Bafodia CHC,"Fixed, <1y",default,12,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
214,Weight for age on or above middle line (green),202201,Bafodia CHC,"Fixed, >1y",default,6,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
215,Weight for age on or above middle line (green),202201,Bafodia CHC,"Outreach, <1y",default,49,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
216,Weight for age on or above middle line (green),202201,Bafodia CHC,"Outreach, >1y",default,61,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
217,Weight for height 70-79 percent,202201,Bafodia CHC,"Fixed, >1y",default,1,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
218,Weight for height 70-79 percent,202201,Bafodia CHC,"Outreach, <1y",default,3,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
219,Weight for height 70-79 percent,202201,Bafodia CHC,"Outreach, >1y",default,15,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
220,Weight for height 80 percent and above,202201,Bafodia CHC,"Fixed, <1y",default,8,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
221,Weight for height 80 percent and above,202201,Bafodia CHC,"Fixed, >1y",default,6,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
222,Weight for height 80 percent and above,202201,Bafodia CHC,"Outreach, <1y",default,27,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
223,Weight for height 80 percent and above,202201,Bafodia CHC,"Outreach, >1y",default,61,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
224,Weight for height below 70 percent,202201,Bafodia CHC,"Fixed, <1y",default,2,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
225,Weight for height below 70 percent,202201,Bafodia CHC,"Fixed, >1y",default,1,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
226,Weight for height below 70 percent,202201,Bafodia CHC,"Outreach, <1y",default,1,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
227,Weight for height below 70 percent,202201,Bafodia CHC,"Outreach, >1y",default,9,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
228,BCG doses given,202201,Bendugu (Mongo) CHC,"Fixed, <1y",default,14,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
229,BCG doses given,202201,Bendugu (Mongo) CHC,"Outreach, <1y",default,6,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
230,Fully Immunized child,202201,Bendugu (Mongo) CHC,"Fixed, <1y",default,5,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
231,Fully Immunized child,202201,Bendugu (Mongo) CHC,"Outreach, <1y",default,6,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
232,LLITN given at Penta3,202201,Bendugu (Mongo) CHC,"Fixed, <1y",default,4,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
233,LLITN given at Penta3,202201,Bendugu (Mongo) CHC,"Outreach, <1y",default,6,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
234,OPV0 doses given,202201,Bendugu (Mongo) CHC,"Outreach, <1y",default,2,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
235,OPV1 doses given,202201,Bendugu (Mongo) CHC,"Fixed, <1y",default,5,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
236,OPV1 doses given,202201,Bendugu (Mongo) CHC,"Outreach, <1y",default,3,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
237,OPV2 doses given,202201,Bendugu (Mongo) CHC,"Fixed, <1y",default,3,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
238,OPV2 doses given,202201,Bendugu (Mongo) CHC,"Outreach, <1y",default,4,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
239,OPV3 doses given,202201,Bendugu (Mongo) CHC,"Fixed, <1y",default,3,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
240,OPV3 doses given,202201,Bendugu (Mongo) CHC,"Outreach, <1y",default,1,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
241,Penta1 doses given,202201,Bendugu (Mongo) CHC,"Fixed, <1y",default,10,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
242,Penta1 doses given,202201,Bendugu (Mongo) CHC,"Outreach, <1y",default,3,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
243,Penta2 doses given,202201,Bendugu (Mongo) CHC,"Fixed, <1y",default,16,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
244,Penta2 doses given,202201,Bendugu (Mongo) CHC,"Outreach, <1y",default,8,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
245,Penta3 doses given,202201,Bendugu (Mongo) CHC,"Fixed, <1y",default,3,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
246,Penta3 doses given,202201,Bendugu (Mongo) CHC,"Outreach, <1y",default,1,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
247,Yellow Fever doses given,202201,Bendugu (Mongo) CHC,"Fixed, <1y",default,5,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
248,Yellow Fever doses given,202201,Bendugu (Mongo) CHC,"Outreach, <1y",default,5,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
249,Measles doses given,202201,Bendugu (Mongo) CHC,"Fixed, <1y",default,5,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
250,Measles doses given,202201,Bendugu (Mongo) CHC,"Outreach, <1y",default,5,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
251,Children supplied with food supplemements,202201,Bendugu (Mongo) CHC,"Fixed, <1y",default,10,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
252,Children supplied with food supplemements,202201,Bendugu (Mongo) CHC,"Fixed, >1y",default,20,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
253,Children supplied with food supplemements,202201,Bendugu (Mongo) CHC,"Outreach, <1y",default,8,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
254,Children supplied with food supplemements,202201,Bendugu (Mongo) CHC,"Outreach, >1y",default,12,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
255,Mebendazole/Albendazole (for children 12-59 months),202201,Bendugu (Mongo) CHC,"Fixed, >1y",default,12,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
256,Mebendazole/Albendazole (for children 12-59 months),202201,Bendugu (Mongo) CHC,"Outreach, >1y",default,8,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
257,Newborn protected at birth against tetanus (TT2+),202201,Bendugu (Mongo) CHC,"Fixed, <1y",default,14,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
258,Newborn protected at birth against tetanus (TT2+),202201,Bendugu (Mongo) CHC,"Outreach, <1y",default,6,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
259,Q_Early breastfeeding (within 1 hr after delivery) at BCG,202201,Bendugu (Mongo) CHC,"Fixed, <1y",default,12,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
260,Q_Early breastfeeding (within 1 hr after delivery) at BCG,202201,Bendugu (Mongo) CHC,"Outreach, <1y",default,6,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
261,Q_Exclusive breastfeeding at time of Penta 3,202201,Bendugu (Mongo) CHC,"Fixed, <1y",default,3,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
262,Q_Exclusive breastfeeding at time of Penta 3,202201,Bendugu (Mongo) CHC,"Outreach, <1y",default,1,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
263,Q_Slept under LLIN last night Measles,202201,Bendugu (Mongo) CHC,"Fixed, <1y",default,3,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
264,Q_Slept under LLIN last night Measles,202201,Bendugu (Mongo) CHC,"Outreach, <1y",default,4,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
265,Vitamin A given to < 5y,202201,Bendugu (Mongo) CHC,"Fixed, <1y",default,5,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
266,Vitamin A given to < 5y,202201,Bendugu (Mongo) CHC,"Fixed, >1y",default,12,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
267,Vitamin A given to < 5y,202201,Bendugu (Mongo) CHC,"Outreach, <1y",default,5,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
268,Vitamin A given to < 5y,202201,Bendugu (Mongo) CHC,"Outreach, >1y",default,8,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
269,Weight for age below lower line (red),202201,Bendugu (Mongo) CHC,"Fixed, <1y",default,4,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
270,Weight for age below lower line (red),202201,Bendugu (Mongo) CHC,"Fixed, >1y",default,4,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
271,Weight for age between middle and lower line (yellow),202201,Bendugu (Mongo) CHC,"Fixed, <1y",default,62,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
272,Weight for age between middle and lower line (yellow),202201,Bendugu (Mongo) CHC,"Fixed, >1y",default,81,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
273,Weight for age between middle and lower line (yellow),202201,Bendugu (Mongo) CHC,"Outreach, <1y",default,16,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
274,Weight for age between middle and lower line (yellow),202201,Bendugu (Mongo) CHC,"Outreach, >1y",default,13,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
275,Weight for age on or above middle line (green),202201,Bendugu (Mongo) CHC,"Fixed, <1y",default,80,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
276,Weight for age on or above middle line (green),202201,Bendugu (Mongo) CHC,"Fixed, >1y",default,90,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
277,Weight for age on or above middle line (green),202201,Bendugu (Mongo) CHC,"Outreach, <1y",default,20,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
278,Weight for age on or above middle line (green),202201,Bendugu (Mongo) CHC,"Outreach, >1y",default,40,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
279,Weight for height 70-79 percent,202201,Bendugu (Mongo) CHC,"Fixed, <1y",default,62,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
280,Weight for height 70-79 percent,202201,Bendugu (Mongo) CHC,"Fixed, >1y",default,81,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
281,Weight for height 70-79 percent,202201,Bendugu (Mongo) CHC,"Outreach, <1y",default,16,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
282,Weight for height 70-79 percent,202201,Bendugu (Mongo) CHC,"Outreach, >1y",default,13,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
283,Weight for height 80 percent and above,202201,Bendugu (Mongo) CHC,"Fixed, <1y",default,80,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
284,Weight for height 80 percent and above,202201,Bendugu (Mongo) CHC,"Fixed, >1y",default,90,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
285,Weight for height 80 percent and above,202201,Bendugu (Mongo) CHC,"Outreach, <1y",default,20,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
286,Weight for height 80 percent and above,202201,Bendugu (Mongo) CHC,"Outreach, >1y",default,40,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
287,Weight for height below 70 percent,202201,Bendugu (Mongo) CHC,"Fixed, <1y",default,4,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
288,Weight for height below 70 percent,202201,Bendugu (Mongo) CHC,"Fixed, >1y",default,4,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
289,BCG doses given,202201,Blama CHC,"Fixed, <1y",default,28,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
290,BCG doses given,202201,Blama CHC,"Outreach, <1y",default,8,anaam,2022-09-05T13:06:21.000+0000,2022-05-29T22:06:10.000+0000,,False
